han_ji,chu_im,freq,siann,un, tiau ,old_chu_im,sni_siann,sni_un
𠞯,soat4,,s,oat,4,suat4,時,觀
刷,soat4,,s,oat,4,suat4,時,觀
穵,qoat4,,q,oat,4,uat4,英,觀
𡴭,qoat4,,q,oat,4,uat4,英,觀
軋,qoat4,,q,oat,4,uat4,英,觀
捾,qoat4,,q,oat,4,uat4,英,觀
斡,qoat4,,q,oat,4,uat4,英,觀
䯉,qoat4,,q,oat,4,uat4,英,觀
抹,boat4,,b,oat,4,buat4,門,觀
秣,boat4,,b,oat,4,buat4,門,觀
𤿗,boat4,,b,oat,4,buat4,門,觀
歠,chhoat4,,chh,oat,4,tshuat4,出,觀
𤿵,chhoat4,,chh,oat,4,tshuat4,出,觀
啜,chhoat4,,chh,oat,4,tshuat4,出,觀
撮,chhoat4,,chh,oat,4,tshuat4,出,觀
繓,chhoat4,,chh,oat,4,tshuat4,出,觀
襊,chhoat4,,chh,oat,4,tshuat4,出,觀
蕞,chhoat4,,chh,oat,4,tshuat4,出,觀
法,hoat4,,h,oat,4,huat4,喜,觀
灋,hoat4,,h,oat,4,huat4,喜,觀
佱,hoat4,,h,oat,4,huat4,喜,觀
發,hoat4,,h,oat,4,huat4,喜,觀
髮,hoat4,,h,oat,4,huat4,喜,觀
鑾,loan5,,l,oan,5,luan5,柳,觀
鸞,loan5,,l,oan,5,luan5,柳,觀
巒,loan5,,l,oan,5,luan5,柳,觀
欒,loan5,,l,oan,5,luan5,柳,觀
灓,loan5,,l,oan,5,luan5,柳,觀
攣,loan5,,l,oan,5,luan5,柳,觀
戀,loan5,,l,oan,5,luan5,柳,觀
孌,loan5,,l,oan,5,luan5,柳,觀
𠠪,loan5,,l,oan,5,luan5,柳,觀
曫,loan5,,l,oan,5,luan5,柳,觀
弁,poan5,,p,oan,5,puan5,邊,觀
拚,poan5,,p,oan,5,puan5,邊,觀
䒪,poan5,,p,oan,5,puan5,邊,觀
胖,poan5,,p,oan,5,puan5,邊,觀
蹣,poan5,,p,oan,5,puan5,邊,觀
般,poan5,,p,oan,5,puan5,邊,觀
槃,poan5,,p,oan,5,puan5,邊,觀
磐,poan5,,p,oan,5,puan5,邊,觀
盤,poan5,,p,oan,5,puan5,邊,觀
鎜,poan5,,p,oan,5,puan5,邊,觀
鞶,poan5,,p,oan,5,puan5,邊,觀
瘢,poan5,,p,oan,5,puan5,邊,觀
媻,poan5,,p,oan,5,puan5,邊,觀
權,koan5,,k,oan,5,kuan5,求,觀
鬈,koan5,,k,oan,5,kuan5,求,觀
婘,koan5,,k,oan,5,kuan5,求,觀
拳,khoan5,,kh,oan,5,khuan5,去,觀
惓,khoan5,,kh,oan,5,khuan5,去,觀
圈,khoan5,,kh,oan,5,khuan5,去,觀
𤷄,khoan5,,kh,oan,5,khuan5,去,觀
團,toan5,,t,oan,5,tuan5,地,觀
漙,toan5,,t,oan,5,tuan5,地,觀
慱,toan5,,t,oan,5,tuan5,地,觀
摶,toan5,,t,oan,5,tuan5,地,觀
䊜,toan5,,t,oan,5,tuan5,地,觀
傳,thoan5,,th,oan,5,thuan5,他,觀
椽,thoan5,,th,oan,5,thuan5,他,觀
全,choan5,,ch,oan,5,tsuan5,曾,觀
佺,choan5,,ch,oan,5,tsuan5,曾,觀
牷,choan5,,ch,oan,5,tsuan5,曾,觀
泉,choan5,,ch,oan,5,tsuan5,曾,觀
撋,joan5,,j,oan,5,juan5,入,觀
㨎,joan5,,j,oan,5,juan5,入,觀
旋,soan5,,s,oan,5,suan5,時,觀
漩,soan5,,s,oan,5,suan5,時,觀
㳬,soan5,,s,oan,5,suan5,時,觀
璇,soan5,,s,oan,5,suan5,時,觀
璿,soan5,,s,oan,5,suan5,時,觀
𢭀,soan5,,s,oan,5,suan5,時,觀
丸,qoan5,,q,oan,5,uan5,英,觀
紈,qoan5,,q,oan,5,uan5,英,觀
芄,qoan5,,q,oan,5,uan5,英,觀
袁,qoan5,,q,oan,5,uan5,英,觀
猿,qoan5,,q,oan,5,uan5,英,觀
轅,qoan5,,q,oan,5,uan5,英,觀
園,qoan5,,q,oan,5,uan5,英,觀
萑,qoan5,,q,oan,5,uan5,英,觀
莞,qoan5,,q,oan,5,uan5,英,觀
畹,qoan5,,q,oan,5,uan5,英,觀
員,qoan5,,q,oan,5,uan5,英,觀
完,qoan5,,q,oan,5,uan5,英,觀
𡷡,qoan5,,q,oan,5,uan5,英,觀
𢄙,qoan5,,q,oan,5,uan5,英,觀
圓,qoan5,,q,oan,5,uan5,英,觀
慲,boan5,,b,oan,5,buan5,門,觀
蹣,boan5,,b,oan,5,buan5,門,觀
䊟,boan5,,b,oan,5,buan5,門,觀
顢,boan5,,b,oan,5,buan5,門,觀
瞞,boan5,,b,oan,5,buan5,門,觀
元,goan5,,g,oan,5,guan5,語,觀
刓,goan5,,g,oan,5,guan5,語,觀
邧,goan5,,g,oan,5,guan5,語,觀
頑,goan5,,g,oan,5,guan5,語,觀
黿,goan5,,g,oan,5,guan5,語,觀
原,goan5,,g,oan,5,guan5,語,觀
源,goan5,,g,oan,5,guan5,語,觀
嫄,goan5,,g,oan,5,guan5,語,觀
騵,goan5,,g,oan,5,guan5,語,觀
螈,goan5,,g,oan,5,guan5,語,觀
船,chhoan5,,chh,oan,5,tshuan5,出,觀
舡,chhoan5,,chh,oan,5,tshuan5,出,觀
環,hoan5,,h,oan,5,huan5,喜,觀
儇,hoan5,,h,oan,5,huan5,喜,觀
圜,hoan5,,h,oan,5,huan5,喜,觀
寰,hoan5,,h,oan,5,huan5,喜,觀
㶎,hoan5,,h,oan,5,huan5,喜,觀
擐,hoan5,,h,oan,5,huan5,喜,觀
糫,hoan5,,h,oan,5,huan5,喜,觀
還,hoan5,,h,oan,5,huan5,喜,觀
闤,hoan5,,h,oan,5,huan5,喜,觀
鐶,hoan5,,h,oan,5,huan5,喜,觀
鬟,hoan5,,h,oan,5,huan5,喜,觀
帆,hoan5,,h,oan,5,huan5,喜,觀
竼,hoan5,,h,oan,5,huan5,喜,觀
墦,hoan5,,h,oan,5,huan5,喜,觀
璠,hoan5,,h,oan,5,huan5,喜,觀
燔,hoan5,,h,oan,5,huan5,喜,觀
膰,hoan5,,h,oan,5,huan5,喜,觀
磻,hoan5,,h,oan,5,huan5,喜,觀
蟠,hoan5,,h,oan,5,huan5,喜,觀
䊩,hoan5,,h,oan,5,huan5,喜,觀
蹯,hoan5,,h,oan,5,huan5,喜,觀
藩,hoan5,,h,oan,5,huan5,喜,觀
蕃,hoan5,,h,oan,5,huan5,喜,觀
籓,hoan5,,h,oan,5,huan5,喜,觀
凡,hoan5,,h,oan,5,huan5,喜,觀
煩,hoan5,,h,oan,5,huan5,喜,觀
𢶃,hoan5,,h,oan,5,huan5,喜,觀
繁,hoan5,,h,oan,5,huan5,喜,觀
蘩,hoan5,,h,oan,5,huan5,喜,觀
瀿,hoan5,,h,oan,5,huan5,喜,觀
樊,hoan5,,h,oan,5,huan5,喜,觀
矾,hoan5,,h,oan,5,huan5,喜,觀
礬,hoan5,,h,oan,5,huan5,喜,觀
𩧅,hoan5,,h,oan,5,huan5,喜,觀
𩾞,hoan5,,h,oan,5,huan5,喜,觀
㹕,hoan5,,h,oan,5,huan5,喜,觀
𤛰,hoan5,,h,oan,5,huan5,喜,觀
垣,hoan5,,h,oan,5,huan5,喜,觀
桓,hoan5,,h,oan,5,huan5,喜,觀
𤫐,hoan5,,h,oan,5,huan5,喜,觀
亂,loan7,,l,oan,7,luan7,柳,觀
乱,loan7,,l,oan,7,luan7,柳,觀
薍,loan7,,l,oan,7,luan7,柳,觀
偄,loan7,,l,oan,7,luan7,柳,觀
戀,loan7,,l,oan,7,luan7,柳,觀
叛,poan7,,p,oan,7,puan7,邊,觀
畔,poan7,,p,oan,7,puan7,邊,觀
倦,koan7,,k,oan,7,kuan7,求,觀
惓,koan7,,k,oan,7,kuan7,求,觀
劵,koan7,,k,oan,7,kuan7,求,觀
篆,toan7,,t,oan,7,tuan7,地,觀
緞,toan7,,t,oan,7,tuan7,地,觀
斷,toan7,,t,oan,7,tuan7,地,觀
傳,toan7,,t,oan,7,tuan7,地,觀
伴,phoan7,,ph,oan,7,phuan7,頗,觀
撰,choan7,,ch,oan,7,tsuan7,曾,觀
譔,choan7,,ch,oan,7,tsuan7,曾,觀
饌,choan7,,ch,oan,7,tsuan7,曾,觀
詮,choan7,,ch,oan,7,tsuan7,曾,觀
鏇,choan7,,ch,oan,7,tsuan7,曾,觀
𨨰,joan7,,j,oan,7,juan7,入,觀
羡,soan7,,s,oan,7,suan7,時,觀
羨,soan7,,s,oan,7,suan7,時,觀
𢭀,soan7,,s,oan,7,suan7,時,觀
鑽,soan7,,s,oan,7,suan7,時,觀
爰,qoan7,,q,oan,7,uan7,英,觀
媛,qoan7,,q,oan,7,uan7,英,觀
瑗,qoan7,,q,oan,7,uan7,英,觀
湲,qoan7,,q,oan,7,uan7,英,觀
援,qoan7,,q,oan,7,uan7,英,觀
褑,qoan7,,q,oan,7,uan7,英,觀
緩,qoan7,,q,oan,7,uan7,英,觀
遠,qoan7,,q,oan,7,uan7,英,觀
愿,goan7,,g,oan,7,guan7,語,觀
原,goan7,,g,oan,7,guan7,語,觀
傆,goan7,,g,oan,7,guan7,語,觀
願,goan7,,g,oan,7,guan7,語,觀
薍,goan7,,g,oan,7,guan7,語,觀
范,hoan7,,h,oan,7,huan7,喜,觀
苭,hoan7,,h,oan,7,huan7,喜,觀
宦,hoan7,,h,oan,7,huan7,喜,觀
𠈄,hoan7,,h,oan,7,huan7,喜,觀
犯,hoan7,,h,oan,7,huan7,喜,觀
範,hoan7,,h,oan,7,huan7,喜,觀
軓,hoan7,,h,oan,7,huan7,喜,觀
𨊠,hoan7,,h,oan,7,huan7,喜,觀
帆,hoan7,,h,oan,7,huan7,喜,觀
凡,hoan7,,h,oan,7,huan7,喜,觀
槵,hoan7,,h,oan,7,huan7,喜,觀
患,hoan7,,h,oan,7,huan7,喜,觀
飯,hoan7,,h,oan,7,huan7,喜,觀
豢,hoan7,,h,oan,7,huan7,喜,觀
絭,hoan7,,h,oan,7,huan7,喜,觀
幻,hoan7,,h,oan,7,huan7,喜,觀
梵,hoan7,,h,oan,7,huan7,喜,觀
捋,loat8,,l,oat,8,luat8,柳,觀
埒,loat8,,l,oat,8,luat8,柳,觀
頱,loat8,,l,oat,8,luat8,柳,觀
辣,loat8,,l,oat,8,luat8,柳,觀
犮,poat8,,p,oat,8,puat8,邊,觀
拔,poat8,,p,oat,8,puat8,邊,觀
跋,poat8,,p,oat,8,puat8,邊,觀
鈸,poat8,,p,oat,8,puat8,邊,觀
軷,poat8,,p,oat,8,puat8,邊,觀
茇,poat8,,p,oat,8,puat8,邊,觀
魃,poat8,,p,oat,8,puat8,邊,觀
𧺺,poat8,,p,oat,8,puat8,邊,觀
袚,poat8,,p,oat,8,puat8,邊,觀
𧙄,poat8,,p,oat,8,puat8,邊,觀
䟦,poat8,,p,oat,8,puat8,邊,觀
橛,koat8,,k,oat,8,kuat8,求,觀
橜,koat8,,k,oat,8,kuat8,求,觀
亅,koat8,,k,oat,8,kuat8,求,觀
奪,toat8,,t,oat,8,tuat8,地,觀
絕,choat8,,ch,oat,8,tsuat8,曾,觀
㿱,soat8,,s,oat,8,suat8,時,觀
曰,qoat8,,q,oat,8,uat8,英,觀
悅,qoat8,,q,oat,8,uat8,英,觀
說,qoat8,,q,oat,8,uat8,英,觀
閱,qoat8,,q,oat,8,uat8,英,觀
粵,qoat8,,q,oat,8,uat8,英,觀
戉,qoat8,,q,oat,8,uat8,英,觀
鉞,qoat8,,q,oat,8,uat8,英,觀
越,qoat8,,q,oat,8,uat8,英,觀
樾,qoat8,,q,oat,8,uat8,英,觀
末,boat8,,b,oat,8,buat8,門,觀
沫,boat8,,b,oat,8,buat8,門,觀
妺,boat8,,b,oat,8,buat8,門,觀
韈,boat8,,b,oat,8,buat8,門,觀
襪,boat8,,b,oat,8,buat8,門,觀
袜,boat8,,b,oat,8,buat8,門,觀
月,goat8,,g,oat,8,guat8,語,觀
仴,goat8,,g,oat,8,guat8,語,觀
刖,goat8,,g,oat,8,guat8,語,觀
岄,goat8,,g,oat,8,guat8,語,觀
軏,goat8,,g,oat,8,guat8,語,觀
鈅,goat8,,g,oat,8,guat8,語,觀
乏,hoat8,,h,oat,8,huat8,喜,觀
伐,hoat8,,h,oat,8,huat8,喜,觀
佸,hoat8,,h,oat,8,huat8,喜,觀
𠈲,hoat8,,h,oat,8,huat8,喜,觀
活,hoat8,,h,oat,8,huat8,喜,觀
𦨯,hoat8,,h,oat,8,huat8,喜,觀
筏,hoat8,,h,oat,8,huat8,喜,觀
閥,hoat8,,h,oat,8,huat8,喜,觀
栰,hoat8,,h,oat,8,huat8,喜,觀
罰,hoat8,,h,oat,8,huat8,喜,觀
晡,poo1,,p,oo,1,pou1,邊,沽
埔,poo1,,p,oo,1,pou1,邊,沽
㭪,poo1,,p,oo,1,pou1,邊,沽
䈬,poo1,,p,oo,1,pou1,邊,沽
沽,koo1,,k,oo,1,kou1,求,沽
酤,koo1,,k,oo,1,kou1,求,沽
枯,koo1,,k,oo,1,kou1,求,沽
蛄,koo1,,k,oo,1,kou1,求,沽
骷,koo1,,k,oo,1,kou1,求,沽
鴣,koo1,,k,oo,1,kou1,求,沽
鮕,koo1,,k,oo,1,kou1,求,沽
𧣗,koo1,,k,oo,1,kou1,求,沽
觚,koo1,,k,oo,1,kou1,求,沽
姑,koo1,,k,oo,1,kou1,求,沽
辜,koo1,,k,oo,1,kou1,求,沽
嫴,koo1,,k,oo,1,kou1,求,沽
孤,koo1,,k,oo,1,kou1,求,沽
菰,koo1,,k,oo,1,kou1,求,沽
𦋆,koo1,,k,oo,1,kou1,求,沽
罛,koo1,,k,oo,1,kou1,求,沽
勾,koo1,,k,oo,1,kou1,求,沽
句,koo1,,k,oo,1,kou1,求,沽
鉤,koo1,,k,oo,1,kou1,求,沽
鈎,koo1,,k,oo,1,kou1,求,沽
沟,koo1,,k,oo,1,kou1,求,沽
媾,koo1,,k,oo,1,kou1,求,沽
構,koo1,,k,oo,1,kou1,求,沽
購,koo1,,k,oo,1,kou1,求,沽
覯,koo1,,k,oo,1,kou1,求,沽
遘,koo1,,k,oo,1,kou1,求,沽
箍,khoo1,,kh,oo,1,khou1,去,沽
枯,khoo1,,kh,oo,1,khou1,去,沽
都,too1,,t,oo,1,tou1,地,沽
闍,too1,,t,oo,1,tou1,地,沽
鋪,phoo1,,ph,oo,1,phou1,頗,沽
麱,phoo1,,ph,oo,1,phou1,頗,沽
秿,phoo1,,ph,oo,1,phou1,頗,沽
麬,phoo1,,ph,oo,1,phou1,頗,沽
菩,phoo1,,ph,oo,1,phou1,頗,沽
偷,thoo1,,th,oo,1,thou1,他,沽
媮,thoo1,,th,oo,1,thou1,他,沽
𣈥,thoo1,,th,oo,1,thou1,他,沽
鄹,choo1,,ch,oo,1,tsou1,曾,沽
鄒,choo1,,ch,oo,1,tsou1,曾,沽
騶,choo1,,ch,oo,1,tsou1,曾,沽
芻,choo1,,ch,oo,1,tsou1,曾,沽
蒭,choo1,,ch,oo,1,tsou1,曾,沽
䑼,choo1,,ch,oo,1,tsou1,曾,沽
且,choo1,,ch,oo,1,tsou1,曾,沽
徂,choo1,,ch,oo,1,tsou1,曾,沽
租,choo1,,ch,oo,1,tsou1,曾,沽
鉏,choo1,,ch,oo,1,tsou1,曾,沽
趄,choo1,,ch,oo,1,tsou1,曾,沽
諏,choo1,,ch,oo,1,tsou1,曾,沽
緅,choo1,,ch,oo,1,tsou1,曾,沽
陬,choo1,,ch,oo,1,tsou1,曾,沽
菆,choo1,,ch,oo,1,tsou1,曾,沽
棸,choo1,,ch,oo,1,tsou1,曾,沽
鯫,choo1,,ch,oo,1,tsou1,曾,沽
穌,soo1,,s,oo,1,sou1,時,沽
甦,soo1,,s,oo,1,sou1,時,沽
蘇,soo1,,s,oo,1,sou1,時,沽
櫯,soo1,,s,oo,1,sou1,時,沽
酥,soo1,,s,oo,1,sou1,時,沽
疎,soo1,,s,oo,1,sou1,時,沽
疏,soo1,,s,oo,1,sou1,時,沽
䟽,soo1,,s,oo,1,sou1,時,沽
梳,soo1,,s,oo,1,sou1,時,沽
蔬,soo1,,s,oo,1,sou1,時,沽
筲,soo1,,s,oo,1,sou1,時,沽
蒐,soo1,,s,oo,1,sou1,時,沽
搜,soo1,,s,oo,1,sou1,時,沽
𢯱,soo1,,s,oo,1,sou1,時,沽
溲,soo1,,s,oo,1,sou1,時,沽
艘,soo1,,s,oo,1,sou1,時,沽
颼,soo1,,s,oo,1,sou1,時,沽
廋,soo1,,s,oo,1,sou1,時,沽
烏,qoo1,,q,oo,1,ou1,英,沽
嗚,qoo1,,q,oo,1,ou1,英,沽
於,qoo1,,q,oo,1,ou1,英,沽
樢,qoo1,,q,oo,1,ou1,英,沽
鷗,qoo1,,q,oo,1,ou1,英,沽
鄔,qoo1,,q,oo,1,ou1,英,沽
惡,qoo1,,q,oo,1,ou1,英,沽
謳,qoo1,,q,oo,1,ou1,英,沽
漚,qoo1,,q,oo,1,ou1,英,沽
藲,qoo1,,q,oo,1,ou1,英,沽
粗,chhoo1,,chh,oo,1,tshou1,出,沽
麤,chhoo1,,chh,oo,1,tshou1,出,沽
麄,chhoo1,,chh,oo,1,tshou1,出,沽
麁,chhoo1,,chh,oo,1,tshou1,出,沽
䏢,chhoo1,,chh,oo,1,tshou1,出,沽
呼,hoo1,,h,oo,1,hou1,喜,沽
戯,hoo1,,h,oo,1,hou1,喜,沽
戲,hoo1,,h,oo,1,hou1,喜,沽
𢧶,hoo1,,h,oo,1,hou1,喜,沽
滹,hoo1,,h,oo,1,hou1,喜,沽
嘑,hoo1,,h,oo,1,hou1,喜,沽
苸,hoo1,,h,oo,1,hou1,喜,沽
魯,loo2,,l,oo,2,lou2,柳,沽
櫓,loo2,,l,oo,2,lou2,柳,沽
㯭,loo2,,l,oo,2,lou2,柳,沽
鹵,loo2,,l,oo,2,lou2,柳,沽
𢲸,loo2,,l,oo,2,lou2,柳,沽
擄,loo2,,l,oo,2,lou2,柳,沽
虜,loo2,,l,oo,2,lou2,柳,沽
塿,loo2,,l,oo,2,lou2,柳,沽
努,loo2,,l,oo,2,lou2,柳,沽
𤻼,loo2,,l,oo,2,lou2,柳,沽
𧭷,loo2,,l,oo,2,lou2,柳,沽
艪,loo2,,l,oo,2,lou2,柳,沽
𢟧,loo2,,l,oo,2,lou2,柳,沽
補,poo2,,p,oo,2,pou2,邊,沽
䋠,poo2,,p,oo,2,pou2,邊,沽
𢼹,poo2,,p,oo,2,pou2,邊,沽
古,koo2,,k,oo,2,kou2,求,沽
估,koo2,,k,oo,2,kou2,求,沽
牯,koo2,,k,oo,2,kou2,求,沽
詁,koo2,,k,oo,2,kou2,求,沽
罟,koo2,,k,oo,2,kou2,求,沽
羖,koo2,,k,oo,2,kou2,求,沽
𦍩,koo2,,k,oo,2,kou2,求,沽
股,koo2,,k,oo,2,kou2,求,沽
盬,koo2,,k,oo,2,kou2,求,沽
蠱,koo2,,k,oo,2,kou2,求,沽
笱,koo2,,k,oo,2,kou2,求,沽
苟,koo2,,k,oo,2,kou2,求,沽
狗,koo2,,k,oo,2,kou2,求,沽
耇,koo2,,k,oo,2,kou2,求,沽
枸,koo2,,k,oo,2,kou2,求,沽
㺃,koo2,,k,oo,2,kou2,求,沽
鼓,koo2,,k,oo,2,kou2,求,沽
皷,koo2,,k,oo,2,kou2,求,沽
鼔,koo2,,k,oo,2,kou2,求,沽
瞽,koo2,,k,oo,2,kou2,求,沽
冓,koo2,,k,oo,2,kou2,求,沽
垢,koo2,,k,oo,2,kou2,求,沽
賈,koo2,,k,oo,2,kou2,求,沽
口,khoo2,,kh,oo,2,khou2,去,沽
苦,khoo2,,kh,oo,2,khou2,去,沽
䇢,khoo2,,kh,oo,2,khou2,去,沽
𡿵,khoo2,,kh,oo,2,khou2,去,沽
斗,too2,,t,oo,2,tou2,地,沽
𠁁,too2,,t,oo,2,tou2,地,沽
抖,too2,,t,oo,2,tou2,地,沽
枓,too2,,t,oo,2,tou2,地,沽
蚪,too2,,t,oo,2,tou2,地,沽
覩,too2,,t,oo,2,tou2,地,沽
睹,too2,,t,oo,2,tou2,地,沽
堵,too2,,t,oo,2,tou2,地,沽
賭,too2,,t,oo,2,tou2,地,沽
𧶴,too2,,t,oo,2,tou2,地,沽
陡,too2,,t,oo,2,tou2,地,沽
蠱,too2,,t,oo,2,tou2,地,沽
浦,phoo2,,ph,oo,2,phou2,頗,沽
溥,phoo2,,ph,oo,2,phou2,頗,沽
圃,phoo2,,ph,oo,2,phou2,頗,沽
剖,phoo2,,ph,oo,2,phou2,頗,沽
譜,phoo2,,ph,oo,2,phou2,頗,沽
普,phoo2,,ph,oo,2,phou2,頗,沽
土,thoo2,,th,oo,2,thou2,他,沽
㰯,thoo2,,th,oo,2,thou2,他,沽
黈,thoo2,,th,oo,2,thou2,他,沽
走,choo2,,ch,oo,2,tsou2,曾,沽
阻,choo2,,ch,oo,2,tsou2,曾,沽
俎,choo2,,ch,oo,2,tsou2,曾,沽
沮,choo2,,ch,oo,2,tsou2,曾,沽
祖,choo2,,ch,oo,2,tsou2,曾,沽
咀,choo2,,ch,oo,2,tsou2,曾,沽
殂,choo2,,ch,oo,2,tsou2,曾,沽
組,choo2,,ch,oo,2,tsou2,曾,沽
珇,choo2,,ch,oo,2,tsou2,曾,沽
𤱌,choo2,,ch,oo,2,tsou2,曾,沽
詛,choo2,,ch,oo,2,tsou2,曾,沽
叟,soo2,,s,oo,2,sou2,時,沽
瞍,soo2,,s,oo,2,sou2,時,沽
瘦,soo2,,s,oo,2,sou2,時,沽
𠋢,soo2,,s,oo,2,sou2,時,沽
傁,soo2,,s,oo,2,sou2,時,沽
摟,soo2,,s,oo,2,sou2,時,沽
漊,soo2,,s,oo,2,sou2,時,沽
漱,soo2,,s,oo,2,sou2,時,沽
溯,soo2,,s,oo,2,sou2,時,沽
遡,soo2,,s,oo,2,sou2,時,沽
艘,soo2,,s,oo,2,sou2,時,沽
隖,qoo2,,q,oo,2,ou2,英,沽
塢,qoo2,,q,oo,2,ou2,英,沽
鄔,qoo2,,q,oo,2,ou2,英,沽
嵨,qoo2,,q,oo,2,ou2,英,沽
瑦,qoo2,,q,oo,2,ou2,英,沽
溩,qoo2,,q,oo,2,ou2,英,沽
漚,qoo2,,q,oo,2,ou2,英,沽
嫗,qoo2,,q,oo,2,ou2,英,沽
嘔,qoo2,,q,oo,2,ou2,英,沽
歐,qoo2,,q,oo,2,ou2,英,沽
甌,qoo2,,q,oo,2,ou2,英,沽
喒,qoo2,,q,oo,2,ou2,英,沽
埡,qoo2,,q,oo,2,ou2,英,沽
畝,boo2,,b,oo,2,bou2,門,沽
畆,boo2,,b,oo,2,bou2,門,沽
牡,boo2,,b,oo,2,bou2,門,沽
姥,boo2,,b,oo,2,bou2,門,沽
姆,boo2,,b,oo,2,bou2,門,沽
母,boo2,,b,oo,2,bou2,門,沽
某,boo2,,b,oo,2,bou2,門,沽
厶,boo2,,b,oo,2,bou2,門,沽
栂,boo2,,b,oo,2,bou2,門,沽
楚,chhoo2,,chh,oo,2,tshou2,出,沽
濋,chhoo2,,chh,oo,2,tshou2,出,沽
礎,chhoo2,,chh,oo,2,tshou2,出,沽
虎,hoo2,,h,oo,2,hou2,喜,沽
䗂,hoo2,,h,oo,2,hou2,喜,沽
否,hoo2,,h,oo,2,hou2,喜,沽
不,hoo2,,h,oo,2,hou2,喜,沽
岵,hoo2,,h,oo,2,hou2,喜,沽
滸,hoo2,,h,oo,2,hou2,喜,沽
缶,hoo2,,h,oo,2,hou2,喜,沽
吼,hoo2,,h,oo,2,hou2,喜,沽
冔,hoo2,,h,oo,2,hou2,喜,沽
布,poo3,,p,oo,3,pou3,邊,沽
佈,poo3,,p,oo,3,pou3,邊,沽
抪,poo3,,p,oo,3,pou3,邊,沽
怖,poo3,,p,oo,3,pou3,邊,沽
𧦞,poo3,,p,oo,3,pou3,邊,沽
傅,poo3,,p,oo,3,pou3,邊,沽
固,koo3,,k,oo,3,kou3,求,沽
痼,koo3,,k,oo,3,kou3,求,沽
錮,koo3,,k,oo,3,kou3,求,沽
雇,koo3,,k,oo,3,kou3,求,沽
僱,koo3,,k,oo,3,kou3,求,沽
顧,koo3,,k,oo,3,kou3,求,沽
句,koo3,,k,oo,3,kou3,求,沽
雊,koo3,,k,oo,3,kou3,求,沽
夠,koo3,,k,oo,3,kou3,求,沽
媾,koo3,,k,oo,3,kou3,求,沽
構,koo3,,k,oo,3,kou3,求,沽
搆,koo3,,k,oo,3,kou3,求,沽
購,koo3,,k,oo,3,kou3,求,沽
遘,koo3,,k,oo,3,kou3,求,沽
覯,koo3,,k,oo,3,kou3,求,沽
姤,koo3,,k,oo,3,kou3,求,沽
詬,koo3,,k,oo,3,kou3,求,沽
彀,koo3,,k,oo,3,kou3,求,沽
故,koo3,,k,oo,3,kou3,求,沽
叩,khoo3,,kh,oo,3,khou3,去,沽
扣,khoo3,,kh,oo,3,khou3,去,沽
𥲃,khoo3,,kh,oo,3,khou3,去,沽
寇,khoo3,,kh,oo,3,khou3,去,沽
蔻,khoo3,,kh,oo,3,khou3,去,沽
佝,khoo3,,kh,oo,3,khou3,去,沽
袴,khoo3,,kh,oo,3,khou3,去,沽
褲,khoo3,,kh,oo,3,khou3,去,沽
庫,khoo3,,kh,oo,3,khou3,去,沽
釦,khoo3,,kh,oo,3,khou3,去,沽
𩊓,khoo3,,kh,oo,3,khou3,去,沽
鬭,too3,,t,oo,3,tou3,地,沽
鬪,too3,,t,oo,3,tou3,地,沽
鬦,too3,,t,oo,3,tou3,地,沽
鬥,too3,,t,oo,3,tou3,地,沽
妒,too3,,t,oo,3,tou3,地,沽
妬,too3,,t,oo,3,tou3,地,沽
柘,too3,,t,oo,3,tou3,地,沽
蠹,too3,,t,oo,3,tou3,地,沽
斁,too3,,t,oo,3,tou3,地,沽
𪐞,too3,,t,oo,3,tou3,地,沽
鋪,phoo3,,ph,oo,3,phou3,頗,沽
舖,phoo3,,ph,oo,3,phou3,頗,沽
兔,thoo3,,th,oo,3,thou3,他,沽
兎,thoo3,,th,oo,3,thou3,他,沽
菟,thoo3,,th,oo,3,thou3,他,沽
吐,thoo3,,th,oo,3,thou3,他,沽
透,thoo3,,th,oo,3,thou3,他,沽
奏,choo3,,ch,oo,3,tsou3,曾,沽
湊,choo3,,ch,oo,3,tsou3,曾,沽
輳,choo3,,ch,oo,3,tsou3,曾,沽
祚,choo3,,ch,oo,3,tsou3,曾,沽
咀,choo3,,ch,oo,3,tsou3,曾,沽
簇,choo3,,ch,oo,3,tsou3,曾,沽
做,choo3,,ch,oo,3,tsou3,曾,沽
素,soo3,,s,oo,3,sou3,時,沽
傃,soo3,,s,oo,3,sou3,時,沽
愫,soo3,,s,oo,3,sou3,時,沽
𩝥,soo3,,s,oo,3,sou3,時,沽
訴,soo3,,s,oo,3,sou3,時,沽
愬,soo3,,s,oo,3,sou3,時,沽
溯,soo3,,s,oo,3,sou3,時,沽
塑,soo3,,s,oo,3,sou3,時,沽
疏,soo3,,s,oo,3,sou3,時,沽
潄,soo3,,s,oo,3,sou3,時,沽
漱,soo3,,s,oo,3,sou3,時,沽
嗽,soo3,,s,oo,3,sou3,時,沽
瘶,soo3,,s,oo,3,sou3,時,沽
數,soo3,,s,oo,3,sou3,時,沽
泝,soo3,,s,oo,3,sou3,時,沽
惡,qoo3,,q,oo,3,ou3,英,沽
僫,qoo3,,q,oo,3,ou3,英,沽
亞,qoo3,,q,oo,3,ou3,英,沽
錯,chhoo3,,chh,oo,3,tshou3,出,沽
醋,chhoo3,,chh,oo,3,tshou3,出,沽
