"id","han_ji","chu_im","freq","siann","un","tiau","old_chu_im","sni_siann","sni_un"
3190,"菁","cheng1",,"ch","eng",1,"tseng1","曾","經"
3191,"精","cheng1",,"ch","eng",1,"tseng1","曾","經"
3192,"鶄","cheng1",,"ch","eng",1,"tseng1","曾","經"
3193,"㧿","cheng1",,"ch","eng",1,"tseng1","曾","經"
3194,"晶","cheng1",,"ch","eng",1,"tseng1","曾","經"
3195,"旌","cheng1",,"ch","eng",1,"tseng1","曾","經"
3196,"生","seng1",,"s","eng",1,"seng1","時","經"
3197,"牲","seng1",,"s","eng",1,"seng1","時","經"
3198,"笙","seng1",,"s","eng",1,"seng1","時","經"
3199,"胜","seng1",,"s","eng",1,"seng1","時","經"
3200,"泩","seng1",,"s","eng",1,"seng1","時","經"
3201,"鼪","seng1",,"s","eng",1,"seng1","時","經"
3202,"甥","seng1",,"s","eng",1,"seng1","時","經"
3203,"升","seng1",,"s","eng",1,"seng1","時","經"
3204,"昇","seng1",,"s","eng",1,"seng1","時","經"
3205,"陞","seng1",,"s","eng",1,"seng1","時","經"
3206,"星","seng1",,"s","eng",1,"seng1","時","經"
3207,"湦","seng1",,"s","eng",1,"seng1","時","經"
3208,"猩","seng1",,"s","eng",1,"seng1","時","經"
3209,"惺","seng1",,"s","eng",1,"seng1","時","經"
3210,"醒","seng1",,"s","eng",1,"seng1","時","經"
3211,"腥","seng1",,"s","eng",1,"seng1","時","經"
3212,"鯹","seng1",,"s","eng",1,"seng1","時","經"
3213,"曐","seng1",,"s","eng",1,"seng1","時","經"
3214,"聲","seng1",,"s","eng",1,"seng1","時","經"
3215,"㮱","seng1",,"s","eng",1,"seng1","時","經"
3216,"英","qeng1",,"q","eng",1,"eng1","英","經"
3217,"偀","qeng1",,"q","eng",1,"eng1","英","經"
3218,"媖","qeng1",,"q","eng",1,"eng1","英","經"
3219,"瑛","qeng1",,"q","eng",1,"eng1","英","經"
3220,"楧","qeng1",,"q","eng",1,"eng1","英","經"
3221,"櫻","qeng1",,"q","eng",1,"eng1","英","經"
3222,"嚶","qeng1",,"q","eng",1,"eng1","英","經"
3223,"瓔","qeng1",,"q","eng",1,"eng1","英","經"
3224,"孾","qeng1",,"q","eng",1,"eng1","英","經"
3225,"嬰","qeng1",,"q","eng",1,"eng1","英","經"
3226,"攖","qeng1",,"q","eng",1,"eng1","英","經"
3227,"癭","qeng1",,"q","eng",1,"eng1","英","經"
3228,"罌","qeng1",,"q","eng",1,"eng1","英","經"
3229,"纓","qeng1",,"q","eng",1,"eng1","英","經"
3230,"賏","qeng1",,"q","eng",1,"eng1","英","經"
3231,"鸚","qeng1",,"q","eng",1,"eng1","英","經"
3232,"鶯","qeng1",,"q","eng",1,"eng1","英","經"
3233,"鸎","qeng1",,"q","eng",1,"eng1","英","經"
3234,"鷹","qeng1",,"q","eng",1,"eng1","英","經"
3235,"薨","qeng1",,"q","eng",1,"eng1","英","經"
3236,"轟","qeng1",,"q","eng",1,"eng1","英","經"
3237,"焸","qeng1",,"q","eng",1,"eng1","英","經"
3238,"應","qeng1",,"q","eng",1,"eng1","英","經"
3239,"膺","qeng1",,"q","eng",1,"eng1","英","經"
3240,"蘡","qeng1",,"q","eng",1,"eng1","英","經"
3241,"癰","qeng1",,"q","eng",1,"eng1","英","經"
3242,"清","chheng1",,"chh","eng",1,"tsheng1","出","經"
3243,"僜","chheng1",,"chh","eng",1,"tsheng1","出","經"
3244,"稱","chheng1",,"chh","eng",1,"tsheng1","出","經"
3245,"穪","chheng1",,"chh","eng",1,"tsheng1","出","經"
3246,"称","chheng1",,"chh","eng",1,"tsheng1","出","經"
3247,"偁","chheng1",,"chh","eng",1,"tsheng1","出","經"
3248,"青","chheng1",,"chh","eng",1,"tsheng1","出","經"
3249,"圊","chheng1",,"chh","eng",1,"tsheng1","出","經"
3250,"鯖","chheng1",,"chh","eng",1,"tsheng1","出","經"
3251,"檉","chheng1",,"chh","eng",1,"tsheng1","出","經"
3252,"蟶","chheng1",,"chh","eng",1,"tsheng1","出","經"
3253,"頳","chheng1",,"chh","eng",1,"tsheng1","出","經"
3254,"餳","chheng1",,"chh","eng",1,"tsheng1","出","經"
3255,"菁","chheng1",,"chh","eng",1,"tsheng1","出","經"
3256,"亨","heng1",,"h","eng",1,"heng1","喜","經"
3257,"兄","heng1",,"h","eng",1,"heng1","喜","經"
3258,"馨","heng1",,"h","eng",1,"heng1","喜","經"
3259,"胸","heng1",,"h","eng",1,"heng1","喜","經"
3260,"冷","leng2",,"l","eng",2,"leng2","柳","經"
3261,"𦊓","leng2",,"l","eng",2,"leng2","柳","經"
3262,"嶺","leng2",,"l","eng",2,"leng2","柳","經"
3263,"領","leng2",,"l","eng",2,"leng2","柳","經"
3264,"濘","leng2",,"l","eng",2,"leng2","柳","經"
3265,"炳","peng2",,"p","eng",2,"peng2","邊","經"
3266,"丙","peng2",,"p","eng",2,"peng2","邊","經"
3267,"眪","peng2",,"p","eng",2,"peng2","邊","經"
3268,"秉","peng2",,"p","eng",2,"peng2","邊","經"
3269,"併","peng2",,"p","eng",2,"peng2","邊","經"
3270,"屏","peng2",,"p","eng",2,"peng2","邊","經"
3271,"摒","peng2",,"p","eng",2,"peng2","邊","經"
3272,"庰","peng2",,"p","eng",2,"peng2","邊","經"
3273,"偋","peng2",,"p","eng",2,"peng2","邊","經"
3274,"𠌸","peng2",,"p","eng",2,"peng2","邊","經"
3275,"屛","peng2",,"p","eng",2,"peng2","邊","經"
3276,"迸","peng2",,"p","eng",2,"peng2","邊","經"
3277,"𡾛","peng2",,"p","eng",2,"peng2","邊","經"
3278,"餅","peng2",,"p","eng",2,"peng2","邊","經"
3279,"鞞","peng2",,"p","eng",2,"peng2","邊","經"
3280,"景","keng2",,"k","eng",2,"keng2","求","經"
3281,"憬","keng2",,"k","eng",2,"keng2","求","經"
3282,"璟","keng2",,"k","eng",2,"keng2","求","經"
3283,"儆","keng2",,"k","eng",2,"keng2","求","經"
3284,"憼","keng2",,"k","eng",2,"keng2","求","經"
3285,"警","keng2",,"k","eng",2,"keng2","求","經"
3286,"竟","keng2",,"k","eng",2,"keng2","求","經"
3287,"境","keng2",,"k","eng",2,"keng2","求","經"
3288,"耿","keng2",,"k","eng",2,"keng2","求","經"
3289,"褧","keng2",,"k","eng",2,"keng2","求","經"
3290,"絅","keng2",,"k","eng",2,"keng2","求","經"
3291,"迥","keng2",,"k","eng",2,"keng2","求","經"
3292,"炯","keng2",,"k","eng",2,"keng2","求","經"
3293,"烱","keng2",,"k","eng",2,"keng2","求","經"
3294,"泂","keng2",,"k","eng",2,"keng2","求","經"
3295,"夐","keng2",,"k","eng",2,"keng2","求","經"
3296,"熲","keng2",,"k","eng",2,"keng2","求","經"
3297,"哽","keng2",,"k","eng",2,"keng2","求","經"
3298,"鯁","keng2",,"k","eng",2,"keng2","求","經"
3299,"骾","keng2",,"k","eng",2,"keng2","求","經"
3300,"剄","keng2",,"k","eng",2,"keng2","求","經"
3301,"拱","keng2",,"k","eng",2,"keng2","求","經"
3302,"栱","keng2",,"k","eng",2,"keng2","求","經"
3303,"梘","keng2",,"k","eng",2,"keng2","求","經"
3304,"頃","kheng2",,"kh","eng",2,"kheng2","去","經"
3305,"傾","kheng2",,"kh","eng",2,"kheng2","去","經"
3306,"肯","kheng2",,"kh","eng",2,"kheng2","去","經"
3307,"肎","kheng2",,"kh","eng",2,"kheng2","去","經"
3308,"檾","kheng2",,"kh","eng",2,"kheng2","去","經"
3309,"䔛","kheng2",,"kh","eng",2,"kheng2","去","經"
3310,"頂","teng2",,"t","eng",2,"teng2","地","經"
3311,"嵿","teng2",,"t","eng",2,"teng2","地","經"
3312,"町","teng2",,"t","eng",2,"teng2","地","經"
3313,"酊","teng2",,"t","eng",2,"teng2","地","經"
3314,"鼎","teng2",,"t","eng",2,"teng2","地","經"
3315,"𪔂","teng2",,"t","eng",2,"teng2","地","經"
3316,"等","teng2",,"t","eng",2,"teng2","地","經"
3317,"戥","teng2",,"t","eng",2,"teng2","地","經"
3318,"㑟","pheng2",,"ph","eng",2,"pheng2","頗","經"
3319,"剻","pheng2",,"ph","eng",2,"pheng2","頗","經"
3320,"逞","theng2",,"th","eng",2,"theng2","他","經"
3321,"郢","theng2",,"th","eng",2,"theng2","他","經"
3322,"侱","theng2",,"th","eng",2,"theng2","他","經"
3323,"徎","theng2",,"th","eng",2,"theng2","他","經"
3324,"鞓","theng2",,"th","eng",2,"theng2","他","經"
3325,"𠏫","theng2",,"th","eng",2,"theng2","他","經"
3326,"𡈼","theng2",,"th","eng",2,"theng2","他","經"
3327,"侹","theng2",,"th","eng",2,"theng2","他","經"
3328,"梃","theng2",,"th","eng",2,"theng2","他","經"
3329,"挺","theng2",,"th","eng",2,"theng2","他","經"
3330,"艇","theng2",,"th","eng",2,"theng2","他","經"
3331,"頲","theng2",,"th","eng",2,"theng2","他","經"
3332,"井","cheng2",,"ch","eng",2,"tseng2","曾","經"
3333,"整","cheng2",,"ch","eng",2,"tseng2","曾","經"
3334,"愸","cheng2",,"ch","eng",2,"tseng2","曾","經"
3335,"𤿆","cheng2",,"ch","eng",2,"tseng2","曾","經"
3336,"晸","cheng2",,"ch","eng",2,"tseng2","曾","經"
3337,"省","seng2",,"s","eng",2,"seng2","時","經"
3338,"偗","seng2",,"s","eng",2,"seng2","時","經"
3339,"㾪","seng2",,"s","eng",2,"seng2","時","經"
3340,"眚","seng2",,"s","eng",2,"seng2","時","經"
3341,"醒","seng2",,"s","eng",2,"seng2","時","經"
3342,"永","qeng2",,"q","eng",2,"eng2","英","經"
3343,"𬽃","qeng2",,"q","eng",2,"eng2","英","經"
3344,"𣱵","qeng2",,"q","eng",2,"eng2","英","經"
3345,"栐","qeng2",,"q","eng",2,"eng2","英","經"
3346,"穎","qeng2",,"q","eng",2,"eng2","英","經"
3347,"頴","qeng2",,"q","eng",2,"eng2","英","經"
3348,"㯋","qeng2",,"q","eng",2,"eng2","英","經"
3349,"潁","qeng2",,"q","eng",2,"eng2","英","經"
3350,"巊","qeng2",,"q","eng",2,"eng2","英","經"
3351,"影","qeng2",,"q","eng",2,"eng2","英","經"
3352,"景","qeng2",,"q","eng",2,"eng2","英","經"
3353,"猛","beng2",,"b","eng",2,"beng2","門","經"
3354,"艋","beng2",,"b","eng",2,"beng2","門","經"
3355,"蜢","beng2",,"b","eng",2,"beng2","門","經"
3356,"酩","beng2",,"b","eng",2,"beng2","門","經"
3357,"茗","beng2",,"b","eng",2,"beng2","門","經"
3358,"佲","beng2",,"b","eng",2,"beng2","門","經"
3359,"𠋶","beng2",,"b","eng",2,"beng2","門","經"
3360,"皿","beng2",,"b","eng",2,"beng2","門","經"
3361,"矨","geng2",,"g","eng",2,"geng2","語","經"
3362,"請","chheng2",,"chh","eng",2,"tsheng2","出","經"
3363,"悻","heng2",,"h","eng",2,"heng2","喜","經"
3364,"緈","heng2",,"h","eng",2,"heng2","喜","經"
3365,"幷","peng3",,"p","eng",3,"peng3","邊","經"
3366,"并","peng3",,"p","eng",3,"peng3","邊","經"
3367,"併","peng3",,"p","eng",3,"peng3","邊","經"
3368,"倂","peng3",,"p","eng",3,"peng3","邊","經"
3369,"恲","peng3",,"p","eng",3,"peng3","邊","經"
3370,"柄","peng3",,"p","eng",3,"peng3","邊","經"
3371,"𥦜","peng3",,"p","eng",3,"peng3","邊","經"
3372,"徑","keng3",,"k","eng",3,"keng3","求","經"
3373,"俓","keng3",,"k","eng",3,"keng3","求","經"
3374,"逕","keng3",,"k","eng",3,"keng3","求","經"
3375,"桱","keng3",,"k","eng",3,"keng3","求","經"
3376,"亙","keng3",,"k","eng",3,"keng3","求","經"
3377,"更","keng3",,"k","eng",3,"keng3","求","經"
3378,"敬","keng3",,"k","eng",3,"keng3","求","經"
3379,"曔","keng3",,"k","eng",3,"keng3","求","經"
3380,"鏡","keng3",,"k","eng",3,"keng3","求","經"
3381,"慶","kheng3",,"kh","eng",3,"kheng3","去","經"
3382,"声","kheng3",,"kh","eng",3,"kheng3","去","經"
3383,"磬","kheng3",,"kh","eng",3,"kheng3","去","經"
3384,"罄","kheng3",,"kh","eng",3,"kheng3","去","經"
3385,"𥥻","kheng3",,"kh","eng",3,"kheng3","去","經"
3386,"訂","teng3",,"t","eng",3,"teng3","地","經"
3387,"釘","teng3",,"t","eng",3,"teng3","地","經"
3388,"鐙","teng3",,"t","eng",3,"teng3","地","經"
3389,"嶝","teng3",,"t","eng",3,"teng3","地","經"
3390,"磴","teng3",,"t","eng",3,"teng3","地","經"
3391,"聘","pheng3",,"ph","eng",3,"pheng3","頗","經"
3392,"騁","pheng3",,"ph","eng",3,"pheng3","頗","經"
3393,"拼","pheng3",,"ph","eng",3,"pheng3","頗","經"
3394,"聽","theng3",,"th","eng",3,"theng3","他","經"
3395,"㒉","theng3",,"th","eng",3,"theng3","他","經"
3396,"撑","theng3",,"th","eng",3,"theng3","他","經"
3397,"撐","theng3",,"th","eng",3,"theng3","他","經"
3398,"濎","theng3",,"th","eng",3,"theng3","他","經"
3399,"𤃶","theng3",,"th","eng",3,"theng3","他","經"
3400,"正","cheng3",,"ch","eng",3,"tseng3","曾","經"
3401,"政","cheng3",,"ch","eng",3,"tseng3","曾","經"
3402,"姓","seng3",,"s","eng",3,"seng3","時","經"
3403,"性","seng3",,"s","eng",3,"seng3","時","經"
3404,"貹","seng3",,"s","eng",3,"seng3","時","經"
3405,"聖","seng3",,"s","eng",3,"seng3","時","經"
3406,"應","qeng3",,"q","eng",3,"eng3","英","經"
3407,"譍","qeng3",,"q","eng",3,"eng3","英","經"
3408,"𤹥","qeng3",,"q","eng",3,"eng3","英","經"
3409,"倀","chheng3",,"chh","eng",3,"tsheng3","出","經"
3410,"掅","chheng3",,"chh","eng",3,"tsheng3","出","經"
3411,"秤","chheng3",,"chh","eng",3,"tsheng3","出","經"
3412,"稱","chheng3",,"chh","eng",3,"tsheng3","出","經"
3413,"襯","chheng3",,"chh","eng",3,"tsheng3","出","經"
3414,"䞋","chheng3",,"chh","eng",3,"tsheng3","出","經"
3415,"擤","chheng3",,"chh","eng",3,"tsheng3","出","經"
3416,"𢔤","chheng3",,"chh","eng",3,"tsheng3","出","經"
3417,"𧶸","chheng3",,"chh","eng",3,"tsheng3","出","經"
3418,"凊","chheng3",,"chh","eng",3,"tsheng3","出","經"
3419,"倩","chheng3",,"chh","eng",3,"tsheng3","出","經"
3420,"啈","heng3",,"h","eng",3,"heng3","喜","經"
3421,"興","heng3",,"h","eng",3,"heng3","喜","經"
3422,"嬹","heng3",,"h","eng",3,"heng3","喜","經"
3423,"臖","heng3",,"h","eng",3,"heng3","喜","經"
3424,"䛭","heng3",,"h","eng",3,"heng3","喜","經"
3425,"栗","lek4",,"l","ek",4,"lek4","柳","經"
3426,"㮚","lek4",,"l","ek",4,"lek4","柳","經"
3427,"傈","lek4",,"l","ek",4,"lek4","柳","經"
3428,"𠞉","lek4",,"l","ek",4,"lek4","柳","經"
3429,"𠜒","lek4",,"l","ek",4,"lek4","柳","經"
3430,"慄","lek4",,"l","ek",4,"lek4","柳","經"
3431,"篥","lek4",,"l","ek",4,"lek4","柳","經"
3432,"惄","lek4",,"l","ek",4,"lek4","柳","經"
3433,"伯","pek4",,"p","ek",4,"pek4","邊","經"
3434,"佰","pek4",,"p","ek",4,"pek4","邊","經"
3435,"百","pek4",,"p","ek",4,"pek4","邊","經"
3436,"柏","pek4",,"p","ek",4,"pek4","邊","經"
3437,"栢","pek4",,"p","ek",4,"pek4","邊","經"
3438,"迫","pek4",,"p","ek",4,"pek4","邊","經"
3439,"偪","pek4",,"p","ek",4,"pek4","邊","經"
3440,"逼","pek4",,"p","ek",4,"pek4","邊","經"
3441,"愊","pek4",,"p","ek",4,"pek4","邊","經"
3442,"煏","pek4",,"p","ek",4,"pek4","邊","經"
3443,"𥻅","pek4",,"p","ek",4,"pek4","邊","經"
3444,"檗","pek4",,"p","ek",4,"pek4","邊","經"
3445,"擘","pek4",,"p","ek",4,"pek4","邊","經"
3446,"壁","pek4",,"p","ek",4,"pek4","邊","經"
3447,"格","kek4",,"k","ek",4,"kek4","求","經"
3448,"𢓜","kek4",,"k","ek",4,"kek4","求","經"
3449,"𦓱","kek4",,"k","ek",4,"kek4","求","經"
3450,"亟","kek4",,"k","ek",4,"kek4","求","經"
3451,"殛","kek4",,"k","ek",4,"kek4","求","經"
3452,"𡹪","kek4",,"k","ek",4,"kek4","求","經"
3453,"假","kek4",,"k","ek",4,"kek4","求","經"
3454,"𠍷","kek4",,"k","ek",4,"kek4","求","經"
3455,"棘","kek4",,"k","ek",4,"kek4","求","經"
3456,"㦘","kek4",,"k","ek",4,"kek4","求","經"
3457,"激","kek4",,"k","ek",4,"kek4","求","經"
3458,"氼","kek4",,"k","ek",4,"kek4","求","經"
3459,"膈","kek4",,"k","ek",4,"kek4","求","經"
3460,"嗝","kek4",,"k","ek",4,"kek4","求","經"
3461,"㗆","kek4",,"k","ek",4,"kek4","求","經"
3462,"隔","kek4",,"k","ek",4,"kek4","求","經"
3463,"鬲","kek4",,"k","ek",4,"kek4","求","經"
3464,"翮","kek4",,"k","ek",4,"kek4","求","經"
3465,"𥴩","kek4",,"k","ek",4,"kek4","求","經"
3466,"槅","kek4",,"k","ek",4,"kek4","求","經"
3467,"戟","kek4",,"k","ek",4,"kek4","求","經"
3468,"擊","kek4",,"k","ek",4,"kek4","求","經"
3469,"狊","kek4",,"k","ek",4,"kek4","求","經"
3470,"革","kek4",,"k","ek",4,"kek4","求","經"
3471,"克","khek4",,"kh","ek",4,"khek4","去","經"
3472,"剋","khek4",,"kh","ek",4,"khek4","去","經"
3473,"尅","khek4",,"kh","ek",4,"khek4","去","經"
3474,"勀","khek4",,"kh","ek",4,"khek4","去","經"
3475,"𠊬","khek4",,"kh","ek",4,"khek4","去","經"
3476,"客","khek4",,"kh","ek",4,"khek4","去","經"
3477,"刻","khek4",,"kh","ek",4,"khek4","去","經"
3478,"綌","khek4",,"kh","ek",4,"khek4","去","經"
3479,"虢","khek4",,"kh","ek",4,"khek4","去","經"
3480,"闃","khek4",,"kh","ek",4,"khek4","去","經"
3481,"𨶑","khek4",,"kh","ek",4,"khek4","去","經"
3482,"喫","khek4",,"kh","ek",4,"khek4","去","經"
3483,"𠶸","khek4",,"kh","ek",4,"khek4","去","經"
3484,"碦","khek4",,"kh","ek",4,"khek4","去","經"
3485,"𨻶","khek4",,"kh","ek",4,"khek4","去","經"
3486,"隙","khek4",,"kh","ek",4,"khek4","去","經"
3487,"德","tek4",,"t","ek",4,"tek4","地","經"
3488,"㥁","tek4",,"t","ek",4,"tek4","地","經"
3489,"悳","tek4",,"t","ek",4,"tek4","地","經"
3490,"得","tek4",,"t","ek",4,"tek4","地","經"
3491,"㝶","tek4",,"t","ek",4,"tek4","地","經"
3492,"淂","tek4",,"t","ek",4,"tek4","地","經"
3493,"㒀","tek4",,"t","ek",4,"tek4","地","經"
3494,"滴","tek4",,"t","ek",4,"tek4","地","經"
3495,"嫡","tek4",,"t","ek",4,"tek4","地","經"
3496,"適","tek4",,"t","ek",4,"tek4","地","經"
3497,"鏑","tek4",,"t","ek",4,"tek4","地","經"
3498,"蹢","tek4",,"t","ek",4,"tek4","地","經"
3499,"謫","tek4",,"t","ek",4,"tek4","地","經"
3500,"摘","tek4",,"t","ek",4,"tek4","地","經"
3501,"讁","tek4",,"t","ek",4,"tek4","地","經"
3502,"啇","tek4",,"t","ek",4,"tek4","地","經"
3503,"的","tek4",,"t","ek",4,"tek4","地","經"
3504,"菂","tek4",,"t","ek",4,"tek4","地","經"
3505,"扚","tek4",,"t","ek",4,"tek4","地","經"
3506,"𦉹","tek4",,"t","ek",4,"tek4","地","經"
3507,"罘","tek4",,"t","ek",4,"tek4","地","經"
3508,"笮","tek4",,"t","ek",4,"tek4","地","經"
3509,"弔","tek4",,"t","ek",4,"tek4","地","經"
3510,"珀","phek4",,"ph","ek",4,"phek4","頗","經"
3511,"拍","phek4",,"ph","ek",4,"phek4","頗","經"
3512,"岶","phek4",,"ph","ek",4,"phek4","頗","經"
3513,"碧","phek4",,"ph","ek",4,"phek4","頗","經"
3514,"魄","phek4",,"ph","ek",4,"phek4","頗","經"
3515,"辟","phek4",,"ph","ek",4,"phek4","頗","經"
3516,"𠊕","phek4",,"ph","ek",4,"phek4","頗","經"
3517,"僻","phek4",,"ph","ek",4,"phek4","頗","經"
3518,"璧","phek4",,"ph","ek",4,"phek4","頗","經"
3519,"壁","phek4",,"ph","ek",4,"phek4","頗","經"
3520,"擗","phek4",,"ph","ek",4,"phek4","頗","經"
3521,"憵","phek4",,"ph","ek",4,"phek4","頗","經"
3522,"劈","phek4",,"ph","ek",4,"phek4","頗","經"
3523,"䌟","phek4",,"ph","ek",4,"phek4","頗","經"
3524,"霹","phek4",,"ph","ek",4,"phek4","頗","經"
3525,"䑀","phek4",,"ph","ek",4,"phek4","頗","經"
3526,"癖","phek4",,"ph","ek",4,"phek4","頗","經"
3527,"澼","phek4",,"ph","ek",4,"phek4","頗","經"
3528,"躃","phek4",,"ph","ek",4,"phek4","頗","經"
3529,"惕","thek4",,"th","ek",4,"thek4","他","經"
3530,"侙","thek4",,"th","ek",4,"thek4","他","經"
3531,"𠈸","thek4",,"th","ek",4,"thek4","他","經"
3532,"俶","thek4",,"th","ek",4,"thek4","他","經"
3533,"倜","thek4",,"th","ek",4,"thek4","他","經"
3534,"斥","thek4",,"th","ek",4,"thek4","他","經"
3535,"拆","thek4",,"th","ek",4,"thek4","他","經"
3536,"剔","thek4",,"th","ek",4,"thek4","他","經"
3537,"掦","thek4",,"th","ek",4,"thek4","他","經"
3538,"踢","thek4",,"th","ek",4,"thek4","他","經"
3539,"逷","thek4",,"th","ek",4,"thek4","他","經"
3540,"逖","thek4",,"th","ek",4,"thek4","他","經"
3541,"𠜓","thek4",,"th","ek",4,"thek4","他","經"
3542,"忒","thek4",,"th","ek",4,"thek4","他","經"
3543,"忑","thek4",,"th","ek",4,"thek4","他","經"
3544,"慝","thek4",,"th","ek",4,"thek4","他","經"
3545,"叱","thek4",,"th","ek",4,"thek4","他","經"
3546,"陟","thek4",,"th","ek",4,"thek4","他","經"
3547,"䊞","thek4",,"th","ek",4,"thek4","他","經"
3548,"裼","thek4",,"th","ek",4,"thek4","他","經"
3549,"勣","chek4",,"ch","ek",4,"tsek4","曾","經"
3550,"績","chek4",,"ch","ek",4,"tsek4","曾","經"
3551,"積","chek4",,"ch","ek",4,"tsek4","曾","經"
3552,"簀","chek4",,"ch","ek",4,"tsek4","曾","經"
3553,"責","chek4",,"ch","ek",4,"tsek4","曾","經"
3554,"債","chek4",,"ch","ek",4,"tsek4","曾","經"
3555,"𧵩","chek4",,"ch","ek",4,"tsek4","曾","經"
3556,"乇","chek4",,"ch","ek",4,"tsek4","曾","經"
3557,"借","chek4",,"ch","ek",4,"tsek4","曾","經"
3558,"𠋻","chek4",,"ch","ek",4,"tsek4","曾","經"
3559,"畟","chek4",,"ch","ek",4,"tsek4","曾","經"
3560,"嘖","chek4",,"ch","ek",4,"tsek4","曾","經"
3561,"幘","chek4",,"ch","ek",4,"tsek4","曾","經"
3562,"磧","chek4",,"ch","ek",4,"tsek4","曾","經"
3563,"賾","chek4",,"ch","ek",4,"tsek4","曾","經"
3564,"蹟","chek4",,"ch","ek",4,"tsek4","曾","經"
3565,"迹","chek4",,"ch","ek",4,"tsek4","曾","經"
3566,"跡","chek4",,"ch","ek",4,"tsek4","曾","經"
3567,"蹠","chek4",,"ch","ek",4,"tsek4","曾","經"
3568,"跖","chek4",,"ch","ek",4,"tsek4","曾","經"
3569,"卽","chek4",,"ch","ek",4,"tsek4","曾","經"
3570,"即","chek4",,"ch","ek",4,"tsek4","曾","經"
3571,"蝍","chek4",,"ch","ek",4,"tsek4","曾","經"
3572,"堲","chek4",,"ch","ek",4,"tsek4","曾","經"
3573,"鯽","chek4",,"ch","ek",4,"tsek4","曾","經"
3574,"𩺀","chek4",,"ch","ek",4,"tsek4","曾","經"
3575,"稷","chek4",,"ch","ek",4,"tsek4","曾","經"
3576,"仄","chek4",,"ch","ek",4,"tsek4","曾","經"
3577,"昃","chek4",,"ch","ek",4,"tsek4","曾","經"
3578,"迮","chek4",,"ch","ek",4,"tsek4","曾","經"
3579,"窄","chek4",,"ch","ek",4,"tsek4","曾","經"
3580,"隻","chek4",,"ch","ek",4,"tsek4","曾","經"
3581,"魙","chek4",,"ch","ek",4,"tsek4","曾","經"
3582,"𥼃","chek4",,"ch","ek",4,"tsek4","曾","經"
3583,"蹐","chek4",,"ch","ek",4,"tsek4","曾","經"
3584,"則","chek4",,"ch","ek",4,"tsek4","曾","經"
3585,"𠟭","chek4",,"ch","ek",4,"tsek4","曾","經"
3586,"𠟻","chek4",,"ch","ek",4,"tsek4","曾","經"
3587,"昔","sek4",,"s","ek",4,"sek4","時","經"
3588,"㫺","sek4",,"s","ek",4,"sek4","時","經"
3589,"色","sek4",,"s","ek",4,"sek4","時","經"
3590,"𢒸","sek4",,"s","ek",4,"sek4","時","經"
3591,"𠋲","sek4",,"s","ek",4,"sek4","時","經"
3592,"𢱢","sek4",,"s","ek",4,"sek4","時","經"
3593,"索","sek4",,"s","ek",4,"sek4","時","經"
3594,"𥻨","sek4",,"s","ek",4,"sek4","時","經"
3595,"穡","sek4",,"s","ek",4,"sek4","時","經"
3596,"𤲷","sek4",,"s","ek",4,"sek4","時","經"
3597,"𠟩","sek4",,"s","ek",4,"sek4","時","經"
3598,"㱇","sek4",,"s","ek",4,"sek4","時","經"
3599,"懎","sek4",,"s","ek",4,"sek4","時","經"
3600,"嗇","sek4",,"s","ek",4,"sek4","時","經"
3601,"𠎸","sek4",,"s","ek",4,"sek4","時","經"
3602,"惜","sek4",,"s","ek",4,"sek4","時","經"
3603,"腊","sek4",,"s","ek",4,"sek4","時","經"
3604,"焟","sek4",,"s","ek",4,"sek4","時","經"
3605,"斮","sek4",,"s","ek",4,"sek4","時","經"
3606,"瑟","sek4",,"s","ek",4,"sek4","時","經"
3607,"析","sek4",,"s","ek",4,"sek4","時","經"
3608,"㭊","sek4",,"s","ek",4,"sek4","時","經"
3609,"晳","sek4",,"s","ek",4,"sek4","時","經"
